commanded position, signed delta, theoretical position, actual position, error
-0.3712, -4.56, -0.37,-0.2176,-0.1536
-6.01151, 5.64, -6.01,-6.01,-0.00151
4.42313, -10.43, 4.42,4.2676,-0.15553
-8.6124, -13.03, -8.61,-8.4576,-0.1548
-7.17248, -1.44, -7.17,-7.3224,0.14992
4.93138, 12.1, 4.93,4.93,-0.00138
0.61742, -4.31, 0.62,0.7724,0.15498
7.00288, -6.38, 7,6.8476,-0.15528
3.032, -3.97, 3.03,3.1824,0.1504
-6.47457, 9.5, -6.47,-6.47,-0.00457
0.17598, -6.65, 0.18,0.0276,-0.14838
-8.34253, -8.52, -8.34,-8.1876,-0.15493
-1.77069, -6.57, -1.77,-1.9224,0.15171
-4.98354, -3.21, -4.98,-4.8276,-0.15594
-4.31249, -0.67, -4.31,-4.4624,0.14991
1.52452, 5.83, 1.52,1.52,-0.00452
-8.21704, -9.74, -8.22,-8.0676,-0.14944
-3.19019, -5.03, -3.19,-3.3424,0.15221
1.6594, 4.85, 1.66,1.66,0.0006
-5.21883, -6.88, -5.22,-5.0676,-0.15123
4.32997, -9.55, 4.33,4.1776,-0.15237
9.47399, 5.14, 9.47,9.47,-0.00399
6.45294, -3.02, 6.45,6.6024,0.14946
-5.5531, 12, -5.55,-5.55,-0.0031
-4.601, -0.95, -4.6,-4.7524,0.1514
-4.51542, 0.08, -4.52,-4.52,0.00458
0.4327, 4.95, 0.43,0.43,-0.0027
-1.4068, -1.84, -1.41,-1.2576,-0.1492
7.11684, -8.53, 7.12,6.9676,-0.14924
7.09844, -0.02, 7.1,7.2524,0.15396
-0.29268, 7.39, -0.29,-0.29,-0.00268
-6.68647, 6.4, -6.69,-6.69,0.00353
-4.28814, -2.4, -4.29,-4.4424,0.15426
-0.07839, 4.21, -0.08,-0.08,0.00161
5.31014, 5.39, 5.31,5.31,-0.00014
-2.92031, -8.23, -2.92,-2.7676,-0.15271
-1.87789, -1.04, -1.88,-2.0324,0.15451
7.40948, 9.29, 7.41,7.41,0.00052
-8.46526, -15.88, -8.47,-8.3176,-0.14766
-1.04621, -7.42, -1.05,-1.2024,0.15619
-0.42434, 0.63, -0.42,-0.42,-0.00434
-0.77477, -0.35, -0.77,-0.6176,-0.15717
4.22301, -4.99, 4.22,4.0676,-0.15541
9.25775, 5.04, 9.26,9.26,0.00225
8.307, -0.95, 8.31,8.4624,0.1554
-4.39454, 12.7, -4.39,-4.39,-0.00454
8.54415, -12.93, 8.54,8.3876,-0.15655
-2.85001, -11.39, -2.85,-2.6976,-0.15241
-4.84811, 2, -4.85,-4.85,0.00189
9.44588, -14.3, 9.45,9.2976,-0.14828
-5.74898, -15.2, -5.75,-5.5976,-0.15138
-8.51578, 2.77, -8.52,-8.52,0.00422
-1.98296, -6.54, -1.98,-2.1324,0.14944
-8.30358, -6.32, -8.3,-8.1476,-0.15598
3.53925, -11.84, 3.54,3.3876,-0.15165
-6.52596, -10.07, -6.53,-6.3776,-0.14836
1.94999, -8.48, 1.95,1.7976,-0.15239
-5.48143, -7.43, -5.48,-5.3276,-0.15383
-0.85774, -4.62, -0.86,-1.0124,0.15466
9.40261, 10.26, 9.4,9.4,-0.00261
9.91191, 0.51, 9.91,9.91,-0.00191
-4.05674, -13.97, -4.06,-3.9076,-0.14914
0.27404, -4.33, 0.27,0.1176,-0.15644
-8.62757, -8.9, -8.63,-8.4776,-0.14997
2.03647, -10.67, 2.04,1.8876,-0.14887
-2.06491, -4.1, -2.06,-1.9076,-0.15731
-4.26107, 2.2, -4.26,-4.26,-0.00107
4.11137, -8.37, 4.11,3.9576,-0.15377
-3.78406, -7.89, -3.78,-3.6276,-0.15646
8.14622, -11.93, 8.15,7.9976,-0.14862
3.61445, -4.54, 3.61,3.7624,0.14795
7.7428, -4.13, 7.74,7.5876,-0.1552
-6.6878, -14.43, -6.69,-6.5376,-0.1502
1.08772, -7.78, 1.09,0.9376,-0.15012
-7.10505, -8.2, -7.11,-6.9576,-0.14745
-9.60515, 2.5, -9.61,-9.61,0.00485
7.86236, -17.47, 7.86,7.7076,-0.15476
9.5349, 1.67, 9.53,9.53,-0.0049
1.02745, -8.5, 1.03,1.1824,0.15495
-2.84549, 3.88, -2.85,-2.85,0.00451
-3.65113, 0.8, -3.65,-3.65,-0.00113
7.72149, -11.37, 7.72,7.5676,-0.15389
-8.68032, -16.4, -8.68,-8.5276,-0.15272
-4.59616, -4.08, -4.6,-4.7524,0.15624
5.96516, 10.57, 5.97,5.97,0.00484
-1.31539, -7.29, -1.32,-1.1676,-0.14779
6.16976, -7.49, 6.17,6.0176,-0.15216
3.3495, -2.82, 3.35,3.5024,0.1529
4.77939, -1.43, 4.78,4.6276,-0.15179
4.86933, 0.09, 4.87,4.87,0.00067
-6.48081, -11.35, -6.48,-6.3276,-0.15321
-8.07719, 1.6, -8.08,-8.08,0.00281
-4.42885, -3.65, -4.43,-4.5824,0.15355
-0.77879, 3.65, -0.78,-0.78,0.00121
-3.7014, -2.92, -3.7,-3.5476,-0.1538
-2.34372, -1.36, -2.34,-2.4924,0.14868
5.03129, 7.37, 5.03,5.03,-0.00129
8.56167, 3.53, 8.56,8.56,-0.00167
-7.29465, -15.85, -7.29,-7.1376,-0.15705
-0.94456, -6.35, -0.94,-1.0924,0.14784
1.93671, 2.88, 1.94,1.94,0.00329
8.84242, 6.9, 8.84,8.84,-0.00242
8.20481, -0.64, 8.2,8.3524,0.14759
7.93029, 0.27, 7.93,7.93,-0.00029
1.35765, 6.57, 1.36,1.36,0.00235
-9.29192, 10.65, -9.29,-9.29,-0.00192
-9.91902, 0.63, -9.92,-9.92,0.00098
-4.44028, -5.48, -4.44,-4.5924,0.15212
-9.07455, -4.63, -9.07,-8.9176,-0.15695
7.37719, -16.45, 7.38,7.2276,-0.14959
-5.22974, -12.61, -5.23,-5.0776,-0.15214
-0.97782, -4.25, -0.98,-1.1324,0.15458
-3.7844, -2.8, -3.78,-3.6276,-0.1568
4.14409, -7.92, 4.14,3.9876,-0.15649
-0.43407, -4.57, -0.43,-0.2776,-0.15647
-6.30676, 5.88, -6.31,-6.31,0.00324
-1.49571, -4.81, -1.5,-1.6524,0.15669
6.84188, 8.34, 6.84,6.84,-0.00188
4.47567, -2.36, 4.48,4.6324,0.15673
9.65832, -5.18, 9.66,9.5076,-0.15072
7.59796, -2.06, 7.6,7.7524,0.15444
5.88885, 1.71, 5.89,5.89,0.00115
0.77598, 5.11, 0.78,0.78,0.00402
-2.43987, 3.22, -2.44,-2.44,0.00013
1.33574, -3.78, 1.34,1.1876,-0.14814
1.17719, -0.16, 1.18,1.3324,0.15521
1.55406, -0.37, 1.55,1.3976,-0.15646
4.50214, 2.95, 4.5,4.5,-0.00214
-8.50433, -13, -8.5,-8.3476,-0.15673
-2.97884, -5.52, -2.98,-3.1324,0.15356
-2.81798, 0.16, -2.82,-2.82,0.00202
-1.80128, 1.02, -1.8,-1.8,-0.00128
5.93216, 7.73, 5.93,5.93,-0.00216
7.35933, 1.43, 7.36,7.36,0.00067
9.5753, 2.22, 9.58,9.58,0.0047
2.7006, -6.88, 2.7,2.8524,0.1518
-6.70496, 9.4, -6.7,-6.7,-0.00496
1.95199, -8.65, 1.95,1.7976,-0.15439
0.994, -0.96, 0.99,1.1424,0.1484
-0.89494, 1.88, -0.89,-0.89,-0.00494
0.77744, -1.67, 0.78,0.6276,-0.14984
-4.63923, -5.42, -4.64,-4.4876,-0.15163
-8.51665, 3.88, -8.52,-8.52,0.00335
-0.58132, -7.94, -0.58,-0.7324,0.15108
-7.68635, -7.11, -7.69,-7.5376,-0.14875
3.53672, -11.23, 3.54,3.3876,-0.14912
-2.74752, -6.29, -2.75,-2.5976,-0.14992
-9.86598, 7.12, -9.87,-9.87,0.00402
-6.72659, -3.14, -6.73,-6.8824,0.15581
-3.17284, 3.56, -3.17,-3.17,-0.00284
8.37928, 11.55, 8.38,8.38,0.00072
4.81922, -3.56, 4.82,4.9724,0.15318
5.66504, -0.85, 5.67,5.5176,-0.14744
0.0845, -5.59, 0.08,0.2324,0.1479
-0.06016, 0.14, -0.06,-0.06,-0.00016
6.71984, -6.78, 6.72,6.5676,-0.15224
-3.54085, -10.26, -3.54,-3.3876,-0.15325
3.78382, -7.32, 3.78,3.6276,-0.15622
-9.43432, -13.21, -9.43,-9.2776,-0.15672
9.33273, -18.76, 9.33,9.1776,-0.15513
2.66425, -6.67, 2.66,2.8124,0.14815
-1.05006, 3.71, -1.05,-1.05,-6E-05
1.16546, -2.22, 1.17,1.0176,-0.14786
0.3247, -0.85, 0.32,0.4724,0.1477
-0.3555, 0.68, -0.36,-0.36,0.0045
-6.11955, 5.76, -6.12,-6.12,0.00045
-9.51081, 3.39, -9.51,-9.51,-0.00081
7.27442, -16.78, 7.27,7.1176,-0.15682
-3.49657, -10.77, -3.5,-3.3476,-0.14897
5.12415, -8.62, 5.12,4.9676,-0.15655
3.90766, -1.21, 3.91,4.0624,0.15474
-3.72645, 7.64, -3.73,-3.73,0.00355
-4.86945, 1.14, -4.87,-4.87,0.00055
8.96325, -13.83, 8.96,8.8076,-0.15565
-9.49005, -18.45, -9.49,-9.3376,-0.15245
-6.3504, -3.14, -6.35,-6.5024,0.152
-8.1236, -1.77, -8.12,-7.9676,-0.156
5.918, -14.04, 5.92,5.7676,-0.1504
4.90101, -1.02, 4.9,5.0524,0.15139
-7.5345, 12.43, -7.53,-7.53,-0.0045
3.47652, -11.01, 3.48,3.3276,-0.14892
-0.45187, -3.93, -0.45,-0.2976,-0.15427
8.40624, -8.86, 8.41,8.2576,-0.14864
7.7662, -0.64, 7.77,7.9224,0.1562
5.26258, 2.51, 5.26,5.26,-0.00258
-7.00472, 12.26, -7,-7,-0.00472
-4.61996, -2.38, -4.62,-4.7724,0.15244
0.64376, 5.26, 0.64,0.64,-0.00376
5.52998, 4.89, 5.53,5.53,2E-05
1.46942, -4.06, 1.47,1.6224,0.15298
-3.95933, 5.43, -3.96,-3.96,0.00067
-7.91852, 3.96, -7.92,-7.92,0.00148
-0.58616, -7.33, -0.59,-0.7424,0.15624
-2.11868, -1.53, -2.12,-1.9676,-0.15108
-7.84148, 5.72, -7.84,-7.84,-0.00148
-0.49942, -7.34, -0.5,-0.6524,0.15298
-6.91155, -6.41, -6.91,-6.7576,-0.15395
5.43339, -12.34, 5.43,5.2776,-0.15579
-9.2712, -14.7, -9.27,-9.1176,-0.1536
-7.88692, -1.38, -7.89,-8.0424,0.15548
0.73773, 8.63, 0.74,0.74,0.00227
5.82623, 5.09, 5.83,5.83,0.00377
3.96749, -1.86, 3.97,4.1224,0.15491
6.65905, -2.69, 6.66,6.5076,-0.15145
3.38535, -3.27, 3.39,3.5424,0.15705
8.32207, -4.93, 8.32,8.1676,-0.15447
5.55187, -2.77, 5.55,5.7024,0.15053
-5.51051, 11.06, -5.51,-5.51,-0.00051
7.09954, -12.61, 7.1,6.9476,-0.15194
-1.71632, -8.82, -1.72,-1.5676,-0.14872
3.34895, -5.07, 3.35,3.1976,-0.15135
-2.18811, -5.54, -2.19,-2.0376,-0.15051
9.66161, -11.85, 9.66,9.5076,-0.15401
-0.67195, -10.33, -0.67,-0.5176,-0.15435
-1.62245, 0.95, -1.62,-1.62,-0.00245
0.3221, -1.94, 0.32,0.1676,-0.1545
-6.99031, -7.31, -6.99,-6.8376,-0.15271
1.49269, -8.48, 1.49,1.3376,-0.15509
4.95824, 3.47, 4.96,4.96,0.00176
-1.8668, -6.83, -1.87,-1.7176,-0.1492
0.41054, -2.28, 0.41,0.2576,-0.15294
1.39843, 0.99, 1.4,1.4,0.00157
-3.1643, -4.56, -3.16,-3.0076,-0.1567
1.59386, -4.75, 1.59,1.4376,-0.15626
-0.36188, -1.95, -0.36,-0.2076,-0.15428
-6.41458, 6.05, -6.41,-6.41,-0.00458
-5.85093, -0.56, -5.85,-6.0024,0.15147
3.85926, 9.71, 3.86,3.86,0.00074
3.26843, -0.59, 3.27,3.4224,0.15397
-6.46347, 9.73, -6.46,-6.46,-0.00347
-4.1711, -2.29, -4.17,-4.3224,0.1513
5.41812, 9.59, 5.42,5.42,0.00188
-9.15865, -14.58, -9.16,-9.0076,-0.15105
1.29102, -10.45, 1.29,1.1376,-0.15342
0.73886, -0.55, 0.74,0.8924,0.15354
-2.20118, 2.94, -2.2,-2.2,-0.00118
-6.30612, 4.11, -6.31,-6.31,0.00388
-1.21305, -5.1, -1.21,-1.3624,0.14935
3.92093, 5.13, 3.92,3.92,-0.00093
-1.354, -5.27, -1.35,-1.1976,-0.1564
4.6047, -5.95, 4.6,4.4476,-0.1571
0.11623, -4.48, 0.12,0.2724,0.15617
5.85655, -5.74, 5.86,5.7076,-0.14895
-6.07875, -11.94, -6.08,-5.9276,-0.15115
-3.3466, -2.73, -3.35,-3.5024,0.1558
-0.08398, 3.27, -0.08,-0.08,-0.00398
-7.32166, -7.24, -7.32,-7.1676,-0.15406
-7.99015, 0.67, -7.99,-7.99,-0.00015
0.2795, -8.27, 0.28,0.1276,-0.1519
-6.85964, -7.14, -6.86,-6.7076,-0.15204
0.26492, -7.12, 0.26,0.1076,-0.15732
-7.00383, -7.26, -7,-6.8476,-0.15623
6.88672, -13.89, 6.89,6.7376,-0.14912
-4.89497, -11.78, -4.89,-4.7376,-0.15737
-6.32167, 1.43, -6.32,-6.32,-0.00167
9.3638, -15.68, 9.36,9.2076,-0.1562
4.13285, -5.23, 4.13,4.2824,0.14955
8.8288, -4.7, 8.83,8.6776,-0.1512
-3.32725, -12.16, -3.33,-3.1776,-0.14965
8.10366, -11.43, 8.1,7.9476,-0.15606
-5.26432, -13.36, -5.26,-5.1076,-0.15672
3.31033, -8.57, 3.31,3.1576,-0.15273
6.61881, 3.31, 6.62,6.62,0.00119
-8.5482, -15.17, -8.55,-8.3976,-0.1506
-9.31814, 0.77, -9.32,-9.32,0.00186
-2.33709, -6.98, -2.34,-2.4924,0.15531
4.54854, 6.89, 4.55,4.55,0.00146
-0.6461, -5.2, -0.65,-0.4976,-0.1485
-9.68864, 9.04, -9.69,-9.69,0.00136
-7.51165, -2.18, -7.51,-7.6624,0.15075
-6.04994, 1.46, -6.05,-6.05,6E-05
1.89423, 7.94, 1.89,1.89,-0.00423
-4.16719, -6.06, -4.17,-4.0176,-0.14959
0.15122, -4.32, 0.15,-0.0024,-0.14882
-5.27871, -5.43, -5.28,-5.1276,-0.15111
-1.56834, -3.71, -1.57,-1.7224,0.15406
2.27251, 3.84, 2.27,2.27,-0.00251
-1.76991, -4.04, -1.77,-1.6176,-0.15231
-4.49424, 2.72, -4.49,-4.49,-0.00424
-4.57995, 0.09, -4.58,-4.58,5E-05
-3.60813, -0.97, -3.61,-3.7624,0.15427
-9.83839, -6.23, -9.84,-9.6876,-0.15079
1.81543, -11.66, 1.82,1.6676,-0.14783
0.25706, -1.56, 0.26,0.4124,0.15534
5.46899, -5.21, 5.47,5.3176,-0.15139
4.16958, -1.3, 4.17,4.3224,0.15282
3.86198, 0.31, 3.86,3.86,-0.00198
-7.48754, 11.35, -7.49,-7.49,0.00246
-0.90916, -6.58, -0.91,-1.0624,0.15324
3.96832, 4.88, 3.97,3.97,0.00168
-3.25401, -7.22, -3.25,-3.0976,-0.15641
-4.72836, 1.48, -4.73,-4.73,0.00164
4.91203, -9.64, 4.91,4.7576,-0.15443
5.00479, 0.09, 5,5,-0.00479
-6.33711, -11.34, -6.34,-6.1876,-0.14951
4.27334, -10.61, 4.27,4.1176,-0.15574
6.65572, 2.39, 6.66,6.66,0.00428
-0.4833, -7.14, -0.48,-0.3276,-0.1557
-4.06563, 3.59, -4.07,-4.07,0.00437
-0.32096, -3.75, -0.32,-0.4724,0.15144
3.69287, 4.01, 3.69,3.69,-0.00287
-5.49442, -9.18, -5.49,-5.3376,-0.15682
-3.95323, -1.54, -3.95,-4.1024,0.14917
3.74204, 7.69, 3.74,3.74,-0.00204
9.87712, 6.14, 9.88,9.88,0.00288
5.67045, -4.21, 5.67,5.8224,0.15195
4.19727, 1.47, 4.2,4.2,0.00273
-4.78314, 8.98, -4.78,-4.78,-0.00314
7.57283, -12.35, 7.57,7.4176,-0.15523
7.1777, -0.39, 7.18,7.3324,0.1547
-2.97496, 10.15, -2.97,-2.97,-0.00496
2.14536, -5.12, 2.15,1.9976,-0.14776
-0.05522, -2.21, -0.06,0.0924,0.03718
8.82217, -8.88, 8.82,8.6676,-0.15457
-6.50151, -15.32, -6.5,-6.3476,-0.15391
3.70532, -10.21, 3.71,3.5576,-0.14772
1.38868, -2.32, 1.39,1.5424,0.15372
3.07312, -1.68, 3.07,2.9176,-0.15552
8.7939, 5.72, 8.79,8.79,-0.0039
9.53367, 0.74, 9.53,9.53,-0.00367
1.0451, -8.48, 1.05,1.2024,0.1573
1.3014, -0.25, 1.3,1.1476,-0.1538
4.49234, 3.19, 4.49,4.49,-0.00234
-8.71516, -13.21, -8.72,-8.5676,-0.14756
-9.64184, 0.92, -9.64,-9.64,-0.00184
0.23899, -9.88, 0.24,0.0876,-0.15139
7.93731, 7.7, 7.94,7.94,0.00269
2.84227, -5.1, 2.84,2.9924,0.15013
-7.5294, 10.37, -7.53,-7.53,0.0006
0.05678, -7.59, 0.06,-0.0924,0.03562
7.21586, 7.16, 7.22,7.22,0.00414
-6.79731, -14.02, -6.8,-6.6476,-0.14971
0.9385, -7.74, 0.94,0.7876,-0.1509
-2.93912, -3.88, -2.94,-2.7876,-0.15152
0.50989, -3.45, 0.51,0.3576,-0.15229
-4.96405, -5.47, -4.96,-4.8076,-0.15645
2.55283, -7.51, 2.55,2.3976,-0.15523
-1.07719, -3.63, -1.08,-0.9276,-0.14959
8.57222, -9.65, 8.57,8.4176,-0.15462
-4.78167, -13.35, -4.78,-4.6276,-0.15407
-9.11299, 4.33, -9.11,-9.11,-0.00299
-2.96113, -6.15, -2.96,-3.1124,0.15127
-0.64933, 2.31, -0.65,-0.65,0.00067
0.16152, 0.81, 0.16,0.16,-0.00152
-4.55294, -4.71, -4.55,-4.3976,-0.15534
-3.23877, -1.31, -3.24,-3.3924,0.15363
1.97613, 5.22, 1.98,1.98,0.00387
-5.0864, -7.07, -5.09,-4.9376,-0.1488
-2.17864, -2.91, -2.18,-2.3324,0.15376
-8.47408, -6.29, -8.47,-8.3176,-0.15648
-4.33769, -4.13, -4.34,-4.4924,0.15471
-6.97844, -2.64, -6.98,-6.8276,-0.15084
5.0335, -12.01, 5.03,4.8776,-0.1559
8.00487, 2.97, 8,8,-0.00487
-0.29272, -8.29, -0.29,-0.1376,-0.15512
6.36504, -6.66, 6.37,6.2176,-0.14744
3.85727, -2.51, 3.86,4.0124,0.15513
-4.08975, 7.95, -4.09,-4.09,0.00025
6.82174, -10.91, 6.82,6.6676,-0.15414
5.71515, -1.1, 5.72,5.8724,0.15725
7.40335, -1.68, 7.4,7.2476,-0.15575
-6.89881, -14.3, -6.9,-6.7476,-0.15121
-6.58772, -0.31, -6.59,-6.7424,0.15468
-1.34707, 5.24, -1.35,-1.35,0.00293
-8.20466, -6.85, -8.2,-8.0476,-0.15706
8.60138, -16.8, 8.6,8.4476,-0.15378
7.48814, -1.11, 7.49,7.6424,0.15426
-2.27365, 9.76, -2.27,-2.27,-0.00365
3.30296, -5.57, 3.3,3.1476,-0.15536
6.98829, 3.69, 6.99,6.99,0.00171
5.41692, -1.57, 5.42,5.5724,0.15548
6.01822, -0.6, 6.02,5.8676,-0.15062
5.54076, -0.48, 5.54,5.6924,0.15164
6.38914, -0.85, 6.39,6.2376,-0.15154
-8.47982, -14.87, -8.48,-8.3276,-0.15222
-8.85335, 0.37, -8.85,-8.85,-0.00335
-2.04625, -6.8, -2.05,-2.2024,0.15615
-2.67234, -0.62, -2.67,-2.5176,-0.15474
-8.26921, 5.6, -8.27,-8.27,0.00079
-1.12155, -7.15, -1.12,-1.2724,0.15085
-6.21135, -5.09, -6.21,-6.0576,-0.15375
0.74673, -6.96, 0.75,0.5976,-0.14913
-0.23133, -0.98, -0.23,-0.0776,-0.15373
9.35376, -9.58, 9.35,9.1976,-0.15616
-3.85396, -13.2, -3.85,-3.6976,-0.15636
-5.97721, 2.13, -5.98,-5.98,0.00279
-5.21295, -0.77, -5.21,-5.3624,0.14945
-8.37301, -3.16, -8.37,-8.2176,-0.15541
-4.51033, -3.86, -4.51,-4.6624,0.15207
3.97339, 8.48, 3.97,3.97,-0.00339
3.06182, -0.91, 3.06,3.2124,0.15058
-3.30785, 6.37, -3.31,-3.31,0.00215
3.23304, -6.54, 3.23,3.0776,-0.15544
-0.31969, -3.55, -0.32,-0.1676,-0.15209
6.68761, -7.01, 6.69,6.5376,-0.15001
-1.32656, -8.02, -1.33,-1.1776,-0.14896
5.99151, -7.32, 5.99,5.8376,-0.15391
-4.20008, -10.19, -4.2,-4.0476,-0.15248
-3.32306, -0.88, -3.32,-3.4724,0.14934
2.19261, 5.51, 2.19,2.19,-0.00261
-4.60499, -6.79, -4.6,-4.4476,-0.15739
6.06733, -10.67, 6.07,5.9176,-0.14973
-1.30177, -7.37, -1.3,-1.1476,-0.15417
5.1671, -6.47, 5.17,5.0176,-0.1495
0.23447, -4.94, 0.23,0.3824,0.14793
2.46703, -2.24, 2.47,2.3176,-0.14943
4.32733, 1.86, 4.33,4.33,0.00267
5.78436, 1.45, 5.78,5.78,-0.00436
4.19581, -1.58, 4.2,4.3524,0.15659
1.46234, 2.74, 1.46,1.46,-0.00234
-1.09564, 2.56, -1.1,-1.1,0.00436
3.57861, -4.68, 3.58,3.4276,-0.15101
-0.78384, -4.36, -0.78,-0.6276,-0.15624
-9.10579, 8.33, -9.11,-9.11,0.00421
6.75033, -15.86, 6.75,6.5976,-0.15273
2.22518, -4.52, 2.23,2.3824,0.15722
-3.0577, 5.29, -3.06,-3.06,0.0023
2.09398, -5.15, 2.09,1.9376,-0.15638
-8.31665, -10.41, -8.32,-8.1676,-0.14905
5.6969, -14.02, 5.7,5.5476,-0.1493
9.82815, 4.13, 9.83,9.83,0.00185
-8.52306, -18.35, -8.52,-8.3676,-0.15546
-7.59075, -0.93, -7.59,-7.7424,0.15165
-6.53143, 1.06, -6.53,-6.53,-0.00143
9.51956, 16.05, 9.52,9.52,0.00044
1.71145, -7.81, 1.71,1.8624,0.15095
9.76883, -8.06, 9.77,9.6176,-0.15123
8.2225, -1.55, 8.22,8.3724,0.1499
7.76482, 0.46, 7.76,7.76,-0.00482
-6.54613, 14.31, -6.55,-6.55,0.00387
-5.73837, -0.81, -5.74,-5.8924,0.15403
6.30609, 12.05, 6.31,6.31,0.00391
7.57653, 1.27, 7.58,7.58,0.00347
-2.98082, -10.56, -2.98,-2.8276,-0.15322
9.69577, -12.68, 9.7,9.5476,-0.14817
-5.07544, -14.78, -5.08,-4.9276,-0.14784
6.67625, -11.76, 6.68,6.5276,-0.14865
-7.87684, -14.56, -7.88,-7.7276,-0.14924
-4.09903, -3.78, -4.1,-4.2524,0.15337
7.29098, 11.39, 7.29,7.29,-0.00098
0.01976, -7.27, 0.02,0.1724,0.15264
8.65738, -8.64, 8.66,8.5076,-0.14978
8.41025, -0.25, 8.41,8.5624,0.15215
4.09151, 4.32, 4.09,4.09,-0.00151
3.67429, 0.42, 3.67,3.67,-0.00429
-6.58981, 10.26, -6.59,-6.59,0.00019
6.34864, -12.94, 6.35,6.1976,-0.15104
-2.65313, -9, -2.65,-2.4976,-0.15553
-3.22617, 0.58, -3.23,-3.23,0.00383
-1.05336, -2.18, -1.05,-1.2024,0.14904
4.63564, 5.69, 4.64,4.64,0.00436
-8.057, -12.7, -8.06,-7.9076,-0.1494
-0.04467, -8.02, -0.04,-0.1924,0.14773
4.69529, 4.74, 4.7,4.7,0.00471
0.19383, -4.51, 0.19,0.3424,0.14857
9.2159, -9.03, 9.22,9.0676,-0.1483
9.04516, -0.17, 9.05,9.2024,0.15724
8.81904, 0.23, 8.82,8.82,0.00096
0.17097, 8.65, 0.17,0.17,-0.00097
7.95192, -7.78, 7.95,7.7976,-0.15432
-7.63878, -15.59, -7.64,-7.4876,-0.15118
5.5325, -13.17, 5.53,5.3776,-0.1549
2.02887, -3.5, 2.03,2.1824,0.15353
-9.75022, 11.78, -9.75,-9.75,-0.00022
4.75091, -14.5, 4.75,4.5976,-0.15331
3.88058, -0.87, 3.88,4.0324,0.15182
9.14772, -5.27, 9.15,8.9976,-0.15012
1.11259, -8.04, 1.11,1.2624,0.14981
6.83109, -5.72, 6.83,6.6776,-0.15349
-5.5695, -12.4, -5.57,-5.4176,-0.1519
6.34429, -11.91, 6.34,6.1876,-0.15669
1.99012, -4.35, 1.99,2.1424,0.15228
8.85962, -6.87, 8.86,8.7076,-0.15202
-7.94065, -16.8, -7.94,-7.7876,-0.15305
-7.50578, -0.43, -7.51,-7.6624,0.15662
-7.89916, -0.39, -7.9,-7.7476,-0.15156
-2.38943, -5.51, -2.39,-2.5424,0.15297
1.15208, 3.54, 1.15,1.15,-0.00208
-6.07164, -7.22, -6.07,-5.9176,-0.15404
0.48525, -6.56, 0.49,0.3376,-0.14765
8.85482, 8.36, 8.85,8.85,-0.00482
-9.63123, -18.48, -9.63,-9.4776,-0.15363
-3.7172, -5.91, -3.72,-3.8724,0.1552
1.14072, 4.86, 1.14,1.14,-0.00072
-6.15619, -7.3, -6.16,-6.0076,-0.14859
1.83406, -7.99, 1.83,1.6776,-0.15646
6.61728, 4.79, 6.62,6.62,0.00272
2.99347, -3.63, 2.99,3.1424,0.14893
4.56403, -1.57, 4.56,4.4076,-0.15643
8.04037, 3.48, 8.04,8.04,-0.00037
-6.08546, -14.13, -6.09,-5.9376,-0.14786
-2.23913, -3.85, -2.24,-2.3924,0.15327
-6.96205, -4.72, -6.96,-6.8076,-0.15445
-1.74449, -5.22, -1.74,-1.8924,0.14791
-1.14091, 0.6, -1.14,-1.14,-0.00091
1.40432, 2.54, 1.4,1.4,-0.00432
6.96199, 5.56, 6.96,6.96,-0.00199
-5.03049, -11.99, -5.03,-4.8776,-0.15289
-5.37703, 0.35, -5.38,-5.38,0.00297
-0.06649, -5.31, -0.07,-0.2224,0.15591
1.83559, 1.91, 1.84,1.84,0.00441
1.05918, -0.78, 1.06,1.2124,0.15322
0.71831, 0.34, 0.72,0.72,0.00169
0.79534, -0.08, 0.8,0.6476,-0.14774
-1.50146, -2.3, -1.5,-1.3476,-0.15386
7.45767, -8.96, 7.46,7.3076,-0.15007
-4.27135, -11.73, -4.27,-4.1176,-0.15375
-3.85547, -0.41, -3.86,-4.0124,0.15693
2.43457, 6.29, 2.43,2.43,-0.00457
5.65705, 3.23, 5.66,5.66,0.00295
-7.00928, -12.67, -7.01,-6.8576,-0.15168
3.0226, -10.03, 3.02,2.8676,-0.155
5.76827, 2.75, 5.77,5.77,0.00173
1.59332, -4.18, 1.59,1.7424,0.14908
1.38893, 0.2, 1.39,1.39,0.00107
-9.70031, 11.09, -9.7,-9.7,-0.00031
-1.3019, -8.4, -1.3,-1.4524,0.1505
-2.20184, -0.9, -2.2,-2.0476,-0.15424
-5.69621, 3.5, -5.7,-5.7,0.00379
6.80961, -12.51, 6.81,6.6576,-0.15201
3.74142, -3.07, 3.74,3.8924,0.15098
1.16686, 2.57, 1.17,1.17,0.00314
1.00662, 0.16, 1.01,1.01,0.00338
5.98045, -4.97, 5.98,5.8276,-0.15285
-3.33822, -9.32, -3.34,-3.1876,-0.15062
-0.50522, -2.83, -0.51,-0.6624,0.15718
8.34835, 8.86, 8.35,8.35,0.00165
8.01631, -0.33, 8.02,8.1724,0.15609
-0.55413, 8.57, -0.55,-0.55,-0.00413
0.63608, -1.19, 0.64,0.4876,-0.14848
-1.89839, -2.54, -1.9,-1.7476,-0.15079
6.49248, -8.39, 6.49,6.3376,-0.15488
3.90164, -2.59, 3.9,4.0524,0.15076
