commanded position, signed delta, theoretical position, actual position, error
4.4926, 2.96, 4.49,4.49,-0.0026
-8.97655, 13.47, -8.98,-8.98,0.00345
0.04735, -9.03, 0.05,-0.1024,0.05505
-7.61501, -7.67, -7.62,-7.4676,-0.14741
9.57978, -17.2, 9.58,9.4276,-0.15218
1.22735, -8.35, 1.23,1.3824,0.15505
-9.77486, 11, -9.77,-9.77,-0.00486
1.85343, -11.62, 1.85,1.6976,-0.15583
-8.88146, -10.73, -8.88,-8.7276,-0.15386
0.08653, -8.97, 0.09,-0.0624,-0.02413
-1.45951, -1.55, -1.46,-1.3076,-0.15191
5.43444, -6.89, 5.43,5.2776,-0.15684
1.26137, -4.17, 1.26,1.4124,0.15103
2.84549, -1.59, 2.85,2.6976,-0.14789
-1.53141, -4.38, -1.53,-1.3776,-0.15381
0.51888, -2.05, 0.52,0.3676,-0.15128
-6.70952, -7.23, -6.71,-6.5576,-0.15192
7.15869, -13.87, 7.16,7.0076,-0.15109
5.77163, -1.39, 5.77,5.9224,0.15077
9.87822, -4.11, 9.88,9.7276,-0.15062
1.1987, -8.68, 1.2,1.3524,0.1537
2.73771, -1.54, 2.74,2.5876,-0.15011
-0.40916, -3.15, -0.41,-0.2576,-0.15156
9.95514, -10.37, 9.96,9.8076,-0.14754
3.25772, -6.7, 3.26,3.4124,0.15468
-8.72369, 11.98, -8.72,-8.72,-0.00369
-0.71126, -8.01, -0.71,-0.8624,0.15114
6.19666, 6.91, 6.2,6.2,0.00334
-6.26695, -12.47, -6.27,-6.1176,-0.14935
7.97985, -14.25, 7.98,7.8276,-0.15225
-5.94713, -13.93, -5.95,-5.7976,-0.14953
7.21584, -13.17, 7.22,7.0676,-0.14824
6.42187, -0.8, 6.42,6.5724,0.15053
-5.93513, 12.36, -5.94,-5.94,0.00487
-3.60862, -2.33, -3.61,-3.7624,0.15378
9.36557, 12.98, 9.37,9.37,0.00443
2.97698, -6.39, 2.98,3.1324,0.15542
9.5827, -6.6, 9.58,9.4276,-0.1551
8.02921, -1.55, 8.03,8.1824,0.15319
-0.89638, 8.93, -0.9,-0.9,0.00362
4.17588, -5.08, 4.18,4.0276,-0.14828
-9.73697, -13.92, -9.74,-9.5876,-0.14937
8.88263, -18.62, 8.88,8.7276,-0.15503
0.83493, -8.05, 0.83,0.9824,0.14747
-5.61327, 6.44, -5.61,-5.61,-0.00327
-2.29035, -3.32, -2.29,-2.4424,0.15205
-0.10385, 2.19, -0.1,-0.1,-0.00385
6.38862, 6.49, 6.39,6.39,0.00138
6.76589, 0.38, 6.77,6.77,0.00411
-2.56063, -9.33, -2.56,-2.4076,-0.15303
7.54941, -10.11, 7.55,7.3976,-0.15181
4.10596, -3.44, 4.11,4.2624,0.15644
-8.71802, 12.83, -8.72,-8.72,0.00198
-4.67207, -4.05, -4.67,-4.8224,0.15033
4.14433, 8.81, 4.14,4.14,-0.00433
-9.7321, -13.87, -9.73,-9.5776,-0.1545
-4.42557, -5.3, -4.43,-4.5824,0.15683
-6.05896, -1.63, -6.06,-5.9076,-0.15136
-1.73961, -4.32, -1.74,-1.8924,0.15279
0.50348, 2.24, 0.5,0.5,-0.00348
-5.85669, -6.36, -5.86,-5.7076,-0.14909
5.95315, -11.81, 5.95,5.7976,-0.15555
8.46782, 2.52, 8.47,8.47,0.00218
0.41265, -8.06, 0.41,0.5624,0.14975
-6.24111, 6.65, -6.24,-6.24,-0.00111
6.20042, -12.44, 6.2,6.0476,-0.15282
-8.12579, -14.33, -8.13,-7.9776,-0.14819
3.51293, -11.64, 3.51,3.3576,-0.15533
-0.26614, -3.78, -0.27,-0.1176,-0.14854
4.5157, -4.79, 4.52,4.3676,-0.1481
-2.13171, -6.65, -2.13,-1.9776,-0.15411
-5.63673, 3.51, -5.64,-5.64,0.00327
-8.68165, 3.04, -8.68,-8.68,-0.00165
-6.36669, -2.31, -6.37,-6.5224,0.15571
8.01039, 14.38, 8.01,8.01,-0.00039
-5.94514, -13.96, -5.95,-5.7976,-0.14754
-9.77374, 3.82, -9.77,-9.77,-0.00374
-3.22651, -6.54, -3.23,-3.3824,0.15589
-1.9265, 1.3, -1.93,-1.93,0.0035
-1.52312, 0.41, -1.52,-1.52,-0.00312
2.9175, 4.44, 2.92,2.92,0.0025
-4.65264, -7.57, -4.65,-4.4976,-0.15504
1.3928, -6.04, 1.39,1.2376,-0.1552
-0.97243, -2.36, -0.97,-0.8176,-0.15483
-3.84388, 2.87, -3.84,-3.84,-0.00388
6.00505, -9.85, 6.01,5.8576,-0.14745
-8.08911, -14.1, -8.09,-7.9376,-0.15151
-7.49919, -0.59, -7.5,-7.6524,0.15321
8.96255, 16.46, 8.96,8.96,-0.00255
1.57541, -7.38, 1.58,1.7324,0.15699
-0.72848, 2.31, -0.73,-0.73,0.00152
-2.60263, 1.87, -2.6,-2.6,-0.00263
0.52205, -3.12, 0.52,0.3676,-0.15445
3.28982, 2.77, 3.29,3.29,0.00018
5.94713, 2.66, 5.95,5.95,0.00287
-8.7062, -14.66, -8.71,-8.5576,-0.1486
-0.36708, -8.34, -0.37,-0.5224,0.15532
8.18207, 8.55, 8.18,8.18,-0.00207
-0.53717, -8.72, -0.54,-0.3876,-0.14957
-1.40911, 0.87, -1.41,-1.41,0.00089
4.60117, -6.01, 4.6,4.4476,-0.15357
-3.07465, -7.67, -3.07,-2.9176,-0.15705
4.7786, -7.85, 4.78,4.6276,-0.151
9.71851, 4.94, 9.72,9.72,0.00149
-9.97869, -19.7, -9.98,-9.8276,-0.15109
-7.02392, -2.96, -7.02,-7.1724,0.14848
-6.16847, 0.85, -6.17,-6.17,0.00153
-4.00715, 2.16, -4.01,-4.01,0.00285
-6.43645, -2.43, -6.44,-6.2876,-0.14885
1.88937, -8.33, 1.89,1.7376,-0.15177
3.85049, 1.96, 3.85,3.85,-0.00049
-3.8126, -7.66, -3.81,-3.6576,-0.155
-0.07379, -3.74, -0.07,-0.2224,0.14861
9.88292, 9.95, 9.88,9.88,-0.00292
-5.7866, -15.67, -5.79,-5.6376,-0.149
8.90633, -14.7, 8.91,8.7576,-0.14873
3.23988, -5.67, 3.24,3.3924,0.15252
5.49659, -2.26, 5.5,5.3476,-0.14899
0.67117, -4.83, 0.67,0.8224,0.15123
2.79872, -2.13, 2.8,2.6476,-0.15112
1.97643, -0.82, 1.98,2.1324,0.15597
6.60895, -4.63, 6.61,6.4576,-0.15135
6.64681, 0.04, 6.65,6.65,0.00319
-9.8473, -16.5, -9.85,-9.6976,-0.1497
-4.2079, -5.64, -4.21,-4.3624,0.1545
-1.87427, 2.34, -1.87,-1.87,-0.00427
-6.19922, -4.33, -6.2,-6.0476,-0.15162
5.34287, -11.54, 5.34,5.1876,-0.15527
-6.38772, -11.73, -6.39,-6.2376,-0.15012
7.04784, -13.44, 7.05,6.8976,-0.15024
1.49736, -5.55, 1.5,1.6524,0.15504
2.15014, -0.65, 2.15,1.9976,-0.15254
-2.58874, -4.74, -2.59,-2.4376,-0.15114
7.38084, -9.97, 7.38,7.2276,-0.15324
-1.89238, -9.27, -1.89,-1.7376,-0.15478
-2.00037, 0.11, -2,-2,-0.00037
7.0341, -9.03, 7.03,6.8776,-0.1565
-4.61001, -11.64, -4.61,-4.4576,-0.15241
1.28888, -5.9, 1.29,1.1376,-0.15128
1.97767, 0.69, 1.98,1.98,0.00233
-1.31486, -3.29, -1.31,-1.1576,-0.15726
-5.2715, 3.96, -5.27,-5.27,-0.0015
-2.4453, -2.82, -2.45,-2.6024,0.1571
-2.61856, -0.17, -2.62,-2.4676,-0.15096
2.98266, -5.6, 2.98,2.8276,-0.15506
-7.01403, -9.99, -7.01,-6.8576,-0.15643
0.06728, -7.08, 0.07,-0.0824,0.01512
-0.67192, -0.74, -0.67,-0.5176,-0.15432
8.36954, -9.04, 8.37,8.2176,-0.15194
1.7548, -6.62, 1.75,1.9024,0.1476
-8.12676, 9.88, -8.13,-8.13,0.00324
3.04686, -11.18, 3.05,2.8976,-0.14926
3.95489, 0.9, 3.95,3.95,-0.00489
3.25493, -0.7, 3.25,3.4024,0.14747
5.95509, -2.71, 5.96,5.8076,-0.14749
-6.44258, -12.4, -6.44,-6.2876,-0.15498
-7.75321, 1.31, -7.75,-7.75,-0.00321
2.92429, -10.67, 2.92,2.7676,-0.15669
2.38167, -0.54, 2.38,2.5324,0.15073
-2.7462, 5.13, -2.75,-2.75,0.0038
8.01231, -10.76, 8.01,7.8576,-0.15471
5.87534, -2.13, 5.88,6.0324,0.15706
2.03007, 3.85, 2.03,2.03,-7E-05
3.03402, -1, 3.03,2.8776,-0.15642
4.41909, 1.39, 4.42,4.42,0.00091
-3.76635, -8.19, -3.77,-3.6176,-0.14875
-2.65088, -1.12, -2.65,-2.8024,0.15152
4.54786, 7.2, 4.55,4.55,0.00214
-1.9076, -6.46, -1.91,-1.7576,-0.15
-4.44539, 2.54, -4.45,-4.45,0.00461
3.72206, -8.17, 3.72,3.5676,-0.15446
-4.30522, -8.03, -4.31,-4.1576,-0.14762
-4.94555, 0.64, -4.95,-4.95,0.00445
-6.73609, 1.79, -6.74,-6.74,0.00391
2.51035, -9.25, 2.51,2.3576,-0.15275
6.62368, 4.11, 6.62,6.62,-0.00368
5.66901, -0.95, 5.67,5.8224,0.15339
0.90021, 4.77, 0.9,0.9,-0.00021
8.1147, -7.21, 8.11,7.9576,-0.1571
1.81609, -6.29, 1.82,1.9724,0.15631
4.67589, -2.86, 4.68,4.5276,-0.14829
2.73127, -1.95, 2.73,2.8824,0.15113
6.12446, -3.39, 6.12,5.9676,-0.15686
-1.52417, -7.64, -1.52,-1.3676,-0.15657
3.82023, -5.34, 3.82,3.6676,-0.15263
-9.73287, -13.55, -9.73,-9.5776,-0.15527
7.03955, -16.77, 7.04,6.8876,-0.15195
-8.62092, -15.66, -8.62,-8.4676,-0.15332
8.97527, -17.6, 8.98,8.8276,-0.14767
5.82843, -3.15, 5.83,5.9824,0.15397
-5.95184, 11.78, -5.95,-5.95,-0.00184
1.7167, -7.67, 1.72,1.5676,-0.1491
-5.69599, -7.42, -5.7,-5.5476,-0.14839
-0.10255, -5.6, -0.1,-0.2524,0.14985
-5.26077, -5.16, -5.26,-5.1076,-0.15317
-9.19959, 3.94, -9.2,-9.2,0.00041
-7.36951, -1.83, -7.37,-7.5224,0.15289
-1.86909, 5.5, -1.87,-1.87,0.00091
5.73371, 7.6, 5.73,5.73,-0.00371
-0.92619, -6.66, -0.93,-0.7776,-0.14859
-8.17206, 7.24, -8.17,-8.17,-0.00206
4.8991, -13.07, 4.9,4.7476,-0.1515
-7.64811, -12.55, -7.65,-7.4976,-0.15051
-2.1932, -5.46, -2.19,-2.3424,0.1492
-9.80197, -7.61, -9.8,-9.6476,-0.15437
3.06264, -12.86, 3.06,2.9076,-0.15504
0.47554, -2.58, 0.48,0.6324,0.15686
3.07378, -2.59, 3.07,2.9176,-0.15618
-0.60449, -3.67, -0.6,-0.4476,-0.15689
-3.05651, 2.46, -3.06,-3.06,0.00349
-1.31587, -1.74, -1.32,-1.4724,0.15653
-6.43941, -5.12, -6.44,-6.2876,-0.15181
-9.36123, 2.92, -9.36,-9.36,-0.00123
7.50761, -16.87, 7.51,7.3576,-0.15001
0.1088, -7.4, 0.11,0.2624,0.1536
6.45823, -6.35, 6.46,6.3076,-0.15063
3.11469, -3.35, 3.11,3.2624,0.14771
-3.99644, 7.11, -4,-4,0.00356
-2.65986, -1.34, -2.66,-2.8124,0.15254
0.23722, 2.9, 0.24,0.24,0.00278
8.17189, 7.93, 8.17,8.17,-0.00189
8.9531, 0.78, 8.95,8.95,-0.0031
2.8538, -6.1, 2.85,3.0024,0.1486
9.10614, -6.26, 9.11,8.9576,-0.14854
-2.11672, -11.23, -2.12,-1.9676,-0.14912
-1.16611, -0.95, -1.17,-1.3224,0.15629
1.3144, 2.48, 1.31,1.31,-0.0044
-8.64071, -9.95, -8.64,-8.4876,-0.15311
-9.80332, 1.16, -9.8,-9.8,-0.00332
4.88411, -14.68, 4.88,4.7276,-0.15651
-2.75058, -7.63, -2.75,-2.5976,-0.15298
-5.71198, 2.96, -5.71,-5.71,-0.00198
8.04273, -13.75, 8.04,7.8876,-0.15513
-3.08031, -11.12, -3.08,-2.9276,-0.15271
5.9043, -8.98, 5.9,5.7476,-0.1567
-5.89137, -11.79, -5.89,-5.7376,-0.15377
-8.11849, 2.23, -8.12,-8.12,0.00151
-9.99101, 1.87, -9.99,-9.99,-0.00101
-0.28814, -9.7, -0.29,-0.4424,0.15426
-7.2687, -6.98, -7.27,-7.1176,-0.1511
-1.14202, -6.13, -1.14,-1.2924,0.15038
7.38741, 8.53, 7.39,7.39,0.00259
-1.57695, -8.97, -1.58,-1.4276,-0.14935
2.6167, -4.2, 2.62,2.4676,-0.1491
-8.54097, -11.16, -8.54,-8.3876,-0.15337
-8.59581, 0.06, -8.6,-8.6,0.00419
-8.33094, -0.27, -8.33,-8.4824,0.15146
-0.55988, 7.77, -0.56,-0.56,0.00012
-4.25129, -3.69, -4.25,-4.0976,-0.15369
-7.0643, 2.81, -7.06,-7.06,-0.0043
-4.47627, -2.58, -4.48,-4.6324,0.15613
-6.88258, -2.4, -6.88,-6.7276,-0.15498
2.10912, -8.99, 2.11,1.9576,-0.15152
-0.14199, -2.25, -0.14,0.0124,-0.12959
-6.33442, 6.19, -6.33,-6.33,-0.00442
7.80744, -14.14, 7.81,7.6576,-0.14984
0.15115, -7.66, 0.15,0.3024,0.15125
7.31023, -7.16, 7.31,7.1576,-0.15263
6.90809, -0.4, 6.91,7.0624,0.15431
7.48553, -0.58, 7.49,7.3376,-0.14793
-4.44535, -11.94, -4.45,-4.2976,-0.14775
-5.12642, 0.68, -5.13,-5.13,0.00358
0.96865, -6.1, 0.97,0.8176,-0.15105
9.08126, 8.11, 9.08,9.08,-0.00126
-8.53173, -17.61, -8.53,-8.3776,-0.15413
5.43933, -13.97, 5.44,5.2876,-0.15173
-1.98772, -7.43, -1.99,-1.8376,-0.15012
7.76742, -9.76, 7.77,7.6176,-0.14982
0.0407, -7.73, 0.04,0.1924,0.1517
-5.90935, 5.95, -5.91,-5.91,0.00065
8.27415, -14.18, 8.27,8.1176,-0.15655
-6.89076, -15.16, -6.89,-6.7376,-0.15316
4.70599, -11.6, 4.71,4.5576,-0.14839
8.51868, 3.81, 8.52,8.52,0.00132
7.92043, -0.6, 7.92,8.0724,0.15197
5.621, 2.3, 5.62,5.62,-0.001
5.1536, 0.47, 5.15,5.15,-0.0036
-8.1814, 13.33, -8.18,-8.18,-0.0014
-5.42426, -2.76, -5.42,-5.5724,0.14814
5.05789, 10.48, 5.06,5.06,0.00211
-4.46307, -9.52, -4.46,-4.3076,-0.15547
-9.13116, 4.67, -9.13,-9.13,-0.00116
7.905, -17.03, 7.9,7.7476,-0.1574
1.83718, -6.06, 1.84,1.9924,0.15522
-9.4881, 11.33, -9.49,-9.49,0.0019
-0.85194, -8.64, -0.85,-1.0024,0.15046
-2.88266, -2.03, -2.88,-2.7276,-0.15506
-9.11171, 6.23, -9.11,-9.11,-0.00171
9.1416, -18.25, 9.14,8.9876,-0.154
-4.09378, -13.23, -4.09,-3.9376,-0.15618
-7.44998, 3.36, -7.45,-7.45,2E-05
-2.9223, -4.53, -2.92,-3.0724,0.1501
-9.23509, -6.32, -9.24,-9.0876,-0.14749
8.1769, -17.42, 8.18,8.0276,-0.1493
9.79475, 1.61, 9.79,9.79,-0.00475
1.42706, -8.36, 1.43,1.5824,0.15534
-4.57776, 6.01, -4.58,-4.58,0.00224
8.65111, -13.23, 8.65,8.4976,-0.15351
9.72535, 1.08, 9.73,9.73,0.00465
6.42173, -3.31, 6.42,6.5724,0.15067
-2.80042, 9.22, -2.8,-2.8,-0.00042
-5.68244, 2.88, -5.68,-5.68,-0.00244
-8.23336, 2.55, -8.23,-8.23,-0.00336
-3.16655, -5.06, -3.17,-3.3224,0.15585
-1.04382, 2.13, -1.04,-1.04,-0.00382
2.67029, 3.71, 2.67,2.67,-0.00029
0.93413, -1.74, 0.93,1.0824,0.14827
0.27003, 0.66, 0.27,0.27,-3E-05
-7.17185, 7.44, -7.17,-7.17,-0.00185
-1.1151, -6.05, -1.12,-1.2724,0.1573
3.4738, 4.59, 3.47,3.47,-0.0038
8.0347, 4.56, 8.03,8.03,-0.0047
-8.82803, -16.86, -8.83,-8.6776,-0.15043
0.31803, -9.15, 0.32,0.1676,-0.15043
-4.31984, -4.64, -4.32,-4.1676,-0.15224
2.61166, -6.93, 2.61,2.4576,-0.15406
-1.43579, -4.05, -1.44,-1.2876,-0.14819
-9.01237, 7.57, -9.01,-9.01,-0.00237
-9.84317, 0.83, -9.84,-9.84,-0.00317
-9.13593, -0.7, -9.14,-9.2924,0.15647
-9.75471, -0.61, -9.75,-9.5976,-0.15711
1.52799, -11.28, 1.53,1.3776,-0.15039
-8.11092, -9.64, -8.11,-7.9576,-0.15332
0.4269, -8.54, 0.43,0.2776,-0.1493
-9.99497, -10.42, -9.99,-9.8376,-0.15737
-0.62886, -9.36, -0.63,-0.7824,0.15354
-0.58095, 0.05, -0.58,-0.58,-0.00095
-4.03904, -3.46, -4.04,-3.8876,-0.15144
4.83374, -8.87, 4.83,4.6776,-0.15614
-9.85387, -14.68, -9.85,-9.6976,-0.15627
3.24203, -13.09, 3.24,3.0876,-0.15443
-9.82868, -13.07, -9.83,-9.6776,-0.15108
-9.56529, -0.26, -9.57,-9.7224,0.15711
1.05458, 10.62, 1.05,1.05,-0.00458
-3.06188, -4.11, -3.06,-2.9076,-0.15428
8.90767, -11.97, 8.91,8.7576,-0.15007
-9.52779, -18.44, -9.53,-9.3776,-0.15019
-9.16525, -0.36, -9.17,-9.3224,0.15715
-7.77095, 1.4, -7.77,-7.77,-0.00095
-6.26045, 1.51, -6.26,-6.26,-0.00045
0.58133, 6.84, 0.58,0.58,-0.00133
8.28308, 7.7, 8.28,8.28,-0.00308
7.55194, -0.73, 7.55,7.7024,0.15046
-8.15031, 15.7, -8.15,-8.15,-0.00031
6.29236, -14.44, 6.29,6.1376,-0.15476
-0.02094, -6.31, -0.02,0.1324,0.11146
-1.12953, 1.11, -1.13,-1.13,0.00047
-0.66326, -0.47, -0.66,-0.8124,0.14914
-0.7676, -0.11, -0.77,-0.6176,-0.15
-9.69095, 8.92, -9.69,-9.69,-0.00095
-6.08012, -3.61, -6.08,-6.2324,0.15228
-4.26948, 1.81, -4.27,-4.27,0.00052
-3.87016, 0.4, -3.87,-3.87,-0.00016
3.13649, 7.01, 3.14,3.14,0.00351
3.74046, 0.6, 3.74,3.74,-0.00046
-1.57721, -5.32, -1.58,-1.4276,-0.14961
0.78926, -2.37, 0.79,0.6376,-0.15166
6.57871, 5.79, 6.58,6.58,0.00129
6.18182, -0.4, 6.18,6.3324,0.15058
-0.70119, 6.88, -0.7,-0.7,-0.00119
-7.73395, 7.03, -7.73,-7.73,-0.00395
-6.867, -0.86, -6.87,-7.0224,0.1554
9.95027, 16.82, 9.95,9.95,-0.00027
3.57553, -6.37, 3.58,3.7324,0.15687
2.01317, 1.57, 2.01,2.01,-0.00317
4.69681, -2.69, 4.7,4.5476,-0.14921
1.46057, -3.24, 1.46,1.6124,0.15183
9.9382, -8.48, 9.94,9.7876,-0.1506
0.22422, -9.72, 0.22,0.3724,0.14818
8.01382, -7.79, 8.01,7.8576,-0.15622
4.35674, -3.65, 4.36,4.5124,0.15566
0.40425, 3.96, 0.4,0.4,-0.00425
-9.9481, 10.35, -9.95,-9.95,0.0019
-1.14478, -8.81, -1.14,-1.2924,0.14762
1.70359, 2.84, 1.7,1.7,-0.00359
4.77316, 3.07, 4.77,4.77,-0.00316
2.76983, -2, 2.77,2.9224,0.15257
2.97744, -0.21, 2.98,2.8276,-0.14984
-7.41676, -10.4, -7.42,-7.2676,-0.14916
-2.09032, -5.33, -2.09,-2.2424,0.15208
-3.47329, -1.38, -3.47,-3.3176,-0.15569
-3.46344, -0.01, -3.46,-3.6124,0.14896
5.61416, 9.07, 5.61,5.61,-0.00416
3.10606, -2.5, 3.11,3.2624,0.15634
7.20944, -4.1, 7.21,7.0576,-0.15184
-4.78631, -12, -4.79,-4.6376,-0.14871
6.55622, -11.35, 6.56,6.4076,-0.14862
0.73103, -5.83, 0.73,0.8824,0.15137
-5.091, 5.82, -5.09,-5.09,-0.001
-7.98575, 2.9, -7.99,-7.99,0.00425
4.9644, -12.95, 4.96,4.8076,-0.1568
-2.87257, -7.83, -2.87,-2.7176,-0.15497
0.47691, -3.35, 0.48,0.3276,-0.14931
5.78663, 5.31, 5.79,5.79,0.00337
-6.04998, -11.84, -6.05,-5.8976,-0.15238
0.8765, -6.93, 0.88,0.7276,-0.1489
0.11861, -0.76, 0.12,0.2724,0.15379
5.85435, -5.73, 5.85,5.6976,-0.15675
7.19955, 1.35, 7.2,7.2,0.00045
-0.27826, -7.48, -0.28,-0.1276,-0.15066
1.25085, -1.53, 1.25,1.0976,-0.15325
-9.00538, -10.26, -9.01,-8.8576,-0.14778
-7.25926, -1.75, -7.26,-7.4124,0.15314
7.84631, 15.11, 7.85,7.85,0.00369
-1.59741, -9.45, -1.6,-1.4476,-0.14981
-3.29627, 1.7, -3.3,-3.3,0.00373
9.70583, -13.01, 9.71,9.5576,-0.14823
-9.66439, -19.37, -9.66,-9.5076,-0.15679
4.85465, -14.51, 4.85,4.6976,-0.15705
-6.11083, -10.96, -6.11,-5.9576,-0.15323
1.26, -7.37, 1.26,1.1076,-0.1524
8.70402, 7.44, 8.7,8.7,-0.00402
-5.94894, -14.65, -5.95,-5.7976,-0.15134
-7.46777, 1.52, -7.47,-7.47,0.00223
7.58186, -15.05, 7.58,7.4276,-0.15426
-5.1393, -12.72, -5.14,-4.9876,-0.1517
8.40442, -13.54, 8.4,8.2476,-0.15682
5.15458, -3.25, 5.15,5.3024,0.14782
6.08751, -0.94, 6.09,5.9376,-0.14991
2.35397, -3.74, 2.35,2.5024,0.14843
2.18332, 0.17, 2.18,2.18,-0.00332
5.40921, -3.23, 5.41,5.2576,-0.15161
6.96984, 1.56, 6.97,6.97,0.00016
-7.40527, -14.38, -7.41,-7.2576,-0.14767
7.85734, -15.27, 7.86,7.7076,-0.14974
2.57273, -5.29, 2.57,2.7224,0.14967
5.27913, -2.71, 5.28,5.1276,-0.15153
-5.34197, -10.62, -5.34,-5.1876,-0.15437
-7.16856, 1.83, -7.17,-7.17,0.00144
5.85464, -13.02, 5.85,5.6976,-0.15704
-0.52171, -6.37, -0.52,-0.3676,-0.15411
1.92911, -2.45, 1.93,1.7776,-0.15151
-4.01017, -5.94, -4.01,-3.8576,-0.15257
3.22079, -7.23, 3.22,3.0676,-0.15319
5.42496, 2.2, 5.42,5.42,-0.00496
-2.22188, -7.64, -2.22,-2.0676,-0.15428
9.42769, -11.65, 9.43,9.2776,-0.15009
-8.43594, -17.87, -8.44,-8.2876,-0.14834
2.4743, -10.91, 2.47,2.3176,-0.1567
-1.36961, -3.84, -1.37,-1.2176,-0.15201
1.2689, -2.64, 1.27,1.1176,-0.1513
-2.4836, -3.75, -2.48,-2.3276,-0.156
2.52389, -5, 2.52,2.3676,-0.15629
0.11096, -2.41, 0.11,0.2624,0.15144
6.28181, -6.17, 6.28,6.1276,-0.15421
-4.19125, -10.47, -4.19,-4.0376,-0.15365
3.7708, -7.96, 3.77,3.6176,-0.1532
2.82572, -0.94, 2.83,2.9824,0.15668
1.85677, 0.97, 1.86,1.86,0.00323
7.30661, -5.45, 7.31,7.1576,-0.14901
2.52175, -4.79, 2.52,2.6724,0.15065
6.87192, -4.35, 6.87,6.7176,-0.15432
8.28887, 1.42, 8.29,8.29,0.00113
-1.28805, -9.58, -1.29,-1.1376,-0.15045
-3.62261, 2.33, -3.62,-3.62,-0.00261
6.42763, -10.05, 6.43,6.2776,-0.15003
0.82966, -5.6, 0.83,0.9824,0.15274
6.94943, -6.12, 6.95,6.7976,-0.15183
1.06458, -5.89, 1.06,1.2124,0.14782
7.13148, -6.07, 7.13,6.9776,-0.15388
-4.45111, -11.58, -4.45,-4.2976,-0.15351
-2.58693, -1.86, -2.59,-2.7424,0.15547
9.08586, 11.68, 9.09,9.09,0.00414
0.07506, -9.01, 0.08,0.2324,0.15734
-0.00478, 0.08, 0,-0,-0.00478
4.27171, -4.27, 4.27,4.1176,-0.15411
-4.29414, -8.56, -4.29,-4.1376,-0.15654
-6.77724, 2.49, -6.78,-6.78,0.00276
0.79272, -7.57, 0.79,0.6376,-0.15512
5.66019, 4.87, 5.66,5.66,-0.00019
-8.82199, -14.48, -8.82,-8.6676,-0.15439
-2.80857, -6.01, -2.81,-2.9624,0.15383
-2.28382, 0.53, -2.28,-2.28,-0.00382
6.13796, 8.42, 6.14,6.14,0.00204
9.25406, 3.11, 9.25,9.25,-0.00406
-3.15149, -12.4, -3.15,-2.9976,-0.15389
-6.28672, 3.14, -6.29,-6.29,0.00328
-3.92489, -2.37, -3.92,-4.0724,0.14751
-5.81237, -1.89, -5.81,-5.6576,-0.15477
2.76904, -8.58, 2.77,2.6176,-0.15144
-5.14578, -7.92, -5.15,-4.9976,-0.14818
8.49944, -13.65, 8.5,8.3476,-0.15184
-2.23339, -10.73, -2.23,-2.0776,-0.15579
9.15321, -11.38, 9.15,8.9976,-0.15561
-4.39023, -13.54, -4.39,-4.2376,-0.15263
7.41089, -11.8, 7.41,7.2576,-0.15329
2.7324, -4.68, 2.73,2.8824,0.15
3.33921, -0.61, 3.34,3.1876,-0.15161
1.90861, -1.43, 1.91,2.0624,0.15379
-1.51392, 3.42, -1.51,-1.51,-0.00392
-9.18064, 7.67, -9.18,-9.18,-0.00064
-0.411, -8.77, -0.41,-0.5624,0.1514
4.53536, 4.95, 4.54,4.54,0.00464
7.70234, 3.16, 7.7,7.7,-0.00234
8.25384, 0.55, 8.25,8.25,-0.00384
5.61292, -2.64, 5.61,5.7624,0.14948
1.82104, 3.79, 1.82,1.82,-0.00104
8.99469, -7.17, 8.99,8.8376,-0.15709
7.33185, -1.66, 7.33,7.4824,0.15055
7.5655, -0.24, 7.57,7.4176,-0.1479
9.29324, 1.72, 9.29,9.29,-0.00324
6.3815, -2.91, 6.38,6.5324,0.1509
-6.06551, 12.45, -6.07,-6.07,0.00449
-8.65466, 2.58, -8.65,-8.65,-0.00466
-8.60072, -0.05, -8.6,-8.7524,0.15168
-5.04235, 3.56, -5.04,-5.04,-0.00235
4.03138, 9.07, 4.03,4.03,-0.00138
-6.20764, -10.24, -6.21,-6.0576,-0.15004
6.97267, -13.18, 6.97,6.8176,-0.15507
-5.02649, -12, -5.03,-4.8776,-0.14889
6.46904, -11.5, 6.47,6.3176,-0.15144
-8.05033, -14.52, -8.05,-7.8976,-0.15273
2.56573, -10.62, 2.57,2.4176,-0.14813
5.27855, 2.71, 5.28,5.28,0.00145
2.96587, -2.31, 2.97,3.1224,0.15653
5.6806, -2.71, 5.68,5.5276,-0.153
9.3941, 3.71, 9.39,9.39,-0.0041
0.40544, -8.98, 0.41,0.5624,0.15696
6.0543, -5.64, 6.05,5.8976,-0.1567
7.97521, 1.93, 7.98,7.98,0.00479
-1.65614, -9.64, -1.66,-1.5076,-0.14854
-8.26078, 6.6, -8.26,-8.26,-0.00078
-3.0833, -5.18, -3.08,-3.2324,0.1491
-2.32906, 0.75, -2.33,-2.33,0.00094
5.79373, 8.12, 5.79,5.79,-0.00373
6.55052, 0.76, 6.55,6.55,-0.00052
9.94209, 3.39, 9.94,9.94,-0.00209
9.72697, -0.21, 9.73,9.8824,0.15543
-6.63905, 16.37, -6.64,-6.64,0.00095
-4.40834, -2.23, -4.41,-4.5624,0.15406
-7.9642, -3.55, -7.96,-7.8076,-0.1566
-7.89298, -0.07, -7.89,-8.0424,0.14942
2.93274, 10.82, 2.93,2.93,-0.00274
